TransactionID,ProductID,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
3672,3012,2,Sale,2025-08-11,-45,659.11,29659.95,SO-93350,Customer Sale,76,31,warehouse2,Transaction processed for Backup location,system,2025-08-11
3673,1531,2,Adjustment,2025-07-30,1,91.09,91.09,ADJ-3673,Physical Count,93,94,warehouse1,Transaction processed for Backup location,system,2025-07-30
3674,1541,2,Adjustment,2025-11-10,4,132.59,530.36,ADJ-3674,Physical Count,46,50,warehouse1,Transaction processed for Backup location,system,2025-11-10
3675,1522,2,Sale,2025-07-19,-44,163.1,7176.4,SO-48875,Customer Sale,55,11,system,Transaction processed for Backup location,system,2025-07-19
3676,3081,1,Sale,2026-03-09,-1,58.16,58.16,SO-35688,Customer Sale,1,0,system,Transaction processed for WH_100 location,system,2026-03-09
3677,1531,1,Sale,2025-07-11,-5,91.09,455.45,SO-46028,Customer Sale,5,0,warehouse1,Transaction processed for WH_100 location,system,2025-07-11
3678,2121,1,Return,2025-12-29,2,25.3,50.6,RET-65680,Customer Return,56,58,warehouse1,Transaction processed for WH_100 location,system,2025-12-29
3679,3091,2,Receipt,2026-03-13,75,476.16,35712.0,PO-9930,Purchase Order Receipt,21,96,warehouse1,Transaction processed for WH_200 location,system,2026-03-13
3680,3104,2,Receipt,2025-07-16,78,120.18,9374.04,PO-1001,Purchase Order Receipt,23,101,system,Transaction processed for Backup location,system,2025-07-16
3681,3104,2,Receipt,2026-01-16,83,120.23,9979.09,PO-3855,Purchase Order Receipt,34,117,system,Transaction processed for Backup location,system,2026-01-16
3682,1572,3,Sale,2025-09-13,-45,222.59,10016.55,SO-38483,Customer Sale,127,82,warehouse1,Transaction processed for WH_500 location,system,2025-09-13
3683,3091,2,Damage,2026-01-27,-10,456.94,4569.4,DMG-3683,Shipping Damage,93,83,system,Transaction processed for WH_200 location,system,2026-01-27
3684,2012,2,Receipt,2026-03-16,17,307.19,5222.23,PO-4759,Purchase Order Receipt,74,91,system,Transaction processed for Backup location,system,2026-03-16
3685,1542,1,Return,2025-07-29,1,72.66,72.66,RET-58015,Customer Return,204,205,system,Transaction processed for WH_100 location,system,2025-07-29
3686,2021,1,Adjustment,2025-11-06,7,71.31,499.17,ADJ-3686,Physical Count,131,138,warehouse1,Transaction processed for WH_100 location,system,2025-11-06
3687,3102,2,Sale,2025-12-07,-37,173.13,6405.81,SO-29288,Customer Sale,109,72,system,Transaction processed for Backup location,system,2025-12-07
3688,1581,1,Sale,2025-09-16,-16,48.56,776.96,SO-32012,Customer Sale,114,98,warehouse1,Transaction processed for WH_100 location,system,2025-09-16
3689,2071,1,Receipt,2025-09-05,69,22.06,1522.14,PO-8947,Purchase Order Receipt,48,117,warehouse1,Transaction processed for WH_100 location,system,2025-09-05
3690,1511,2,Transfer,2026-01-04,-33,321.96,10624.68,TRF-9299,Warehouse Transfer,40,7,system,Transaction processed for WH_200 location,system,2026-01-04
3691,1562,1,Sale,2025-07-24,-27,121.04,3268.08,SO-92895,Customer Sale,75,48,warehouse1,Transaction processed for WH_100 location,system,2025-07-24
3692,3021,1,Damage,2026-01-16,-2,270.38,540.76,DMG-3692,Shipping Damage,83,81,warehouse2,Transaction processed for WH_100 location,system,2026-01-16
3693,2051,2,Transfer,2025-10-28,-5,16.44,82.2,TRF-6830,Warehouse Transfer,5,0,warehouse1,Transaction processed for Backup location,system,2025-10-28
3694,3091,2,Sale,2025-11-09,-11,456.94,5026.34,SO-90264,Customer Sale,37,26,warehouse2,Transaction processed for Backup location,system,2025-11-09
3695,3091,2,Receipt,2026-03-14,179,451.25,80773.75,PO-6203,Purchase Order Receipt,68,247,system,Transaction processed for WH_200 location,system,2026-03-14
3696,3022,2,Receipt,2026-04-30,22,367.83,8092.26,PO-1066,Purchase Order Receipt,107,129,warehouse2,Transaction processed for Backup location,system,2026-04-30
3697,3092,1,Receipt,2025-11-03,82,561.74,46062.68,PO-2799,Purchase Order Receipt,231,313,system,Transaction processed for WH_100 location,system,2025-11-03
3698,1572,3,Transfer,2025-09-25,-49,222.59,10906.91,TRF-5961,Warehouse Transfer,78,29,system,Transaction processed for WH_500 location,system,2025-09-25
3699,3103,1,Sale,2026-03-09,-22,180.33,3967.26,SO-88323,Customer Sale,44,22,system,Transaction processed for WH_100 location,system,2026-03-09
3700,3051,1,Damage,2026-03-12,-7,226.49,1585.43,DMG-3700,Warehouse Damage,101,94,warehouse2,Transaction processed for WH_100 location,system,2026-03-12
3701,3052,2,Receipt,2025-08-27,183,112.91,20662.53,PO-8910,Purchase Order Receipt,105,288,warehouse1,Transaction processed for Backup location,system,2025-08-27
3702,1543,1,Receipt,2025-07-12,80,64.14,5131.2,PO-6689,Purchase Order Receipt,82,162,system,Transaction processed for WH_100 location,system,2025-07-12
3703,2071,2,Receipt,2026-02-16,11,22.29,245.19,PO-9305,Purchase Order Receipt,89,100,warehouse1,Transaction processed for Backup location,system,2026-02-16
3704,1561,1,Sale,2026-01-03,-23,82.06,1887.38,SO-48902,Customer Sale,65,42,warehouse2,Transaction processed for WH_100 location,system,2026-01-03
3705,1561,2,Sale,2026-03-04,-2,82.06,164.12,SO-58445,Customer Sale,2,0,system,Transaction processed for Backup location,system,2026-03-04
3706,1541,1,Transfer,2025-09-06,-15,132.59,1988.85,TRF-6124,Warehouse Transfer,15,0,warehouse2,Transaction processed for WH_100 location,system,2025-09-06
3707,2111,2,Sale,2026-01-17,-24,142.6,3422.4,SO-24721,Customer Sale,28,4,warehouse1,Transaction processed for WH_200 location,system,2026-01-17
3708,1553,2,Sale,2025-07-16,-25,91.38,2284.5,SO-75536,Customer Sale,131,106,warehouse1,Transaction processed for Backup location,system,2025-07-16
3709,2071,1,Sale,2025-12-06,-21,21.94,460.74,SO-12982,Customer Sale,38,17,warehouse1,Transaction processed for WH_100 location,system,2025-12-06
3710,2051,1,Sale,2025-10-15,-13,16.44,213.72,SO-76001,Customer Sale,102,89,warehouse1,Transaction processed for WH_100 location,system,2025-10-15
3711,3032,1,Sale,2025-12-12,-32,240.85,7707.2,SO-97472,Customer Sale,134,102,system,Transaction processed for WH_100 location,system,2025-12-12
3712,2011,2,Receipt,2026-02-17,107,123.14,13175.98,PO-7246,Purchase Order Receipt,35,142,warehouse2,Transaction processed for Backup location,system,2026-02-17
3713,3104,2,Return,2025-08-31,5,95.11,475.55,RET-84011,Customer Return,208,213,system,Transaction processed for WH_200 location,system,2025-08-31
3714,2041,1,Adjustment,2026-04-14,-8,44.39,355.12,ADJ-3714,Physical Count,8,0,warehouse2,Transaction processed for WH_100 location,system,2026-04-14
3715,2071,1,Sale,2026-01-29,-13,21.94,285.22,SO-27135,Customer Sale,93,80,warehouse2,Transaction processed for WH_100 location,system,2026-01-29
3716,1532,1,Sale,2026-02-13,-1,67.64,67.64,SO-42589,Customer Sale,1,0,system,Transaction processed for WH_100 location,system,2026-02-13
3717,1563,1,Sale,2025-12-15,-15,70.33,1054.95,SO-83932,Customer Sale,91,76,warehouse2,Transaction processed for WH_100 location,system,2025-12-15
3718,3104,2,Receipt,2025-08-13,114,121.57,13858.98,PO-6832,Purchase Order Receipt,48,162,warehouse1,Transaction processed for WH_200 location,system,2025-08-13
3719,3032,1,Sale,2025-08-14,-37,240.85,8911.45,SO-48239,Customer Sale,142,105,system,Transaction processed for WH_100 location,system,2025-08-14
3720,2061,1,Sale,2025-09-07,-40,25.72,1028.8,SO-40243,Customer Sale,178,138,warehouse2,Transaction processed for WH_100 location,system,2025-09-07
3721,3011,1,Damage,2025-08-22,-6,968.68,5812.08,DMG-3721,Warehouse Damage,302,296,system,Transaction processed for WH_100 location,system,2025-08-22
3722,3104,2,Sale,2025-11-10,-30,118.89,3566.7,SO-10622,Customer Sale,64,34,system,Transaction processed for Backup location,system,2025-11-10
3723,1581,1,Sale,2025-07-01,-11,48.56,534.16,SO-47678,Customer Sale,53,42,system,Transaction processed for WH_100 location,system,2025-07-01
3724,1521,1,Receipt,2025-07-30,120,118.69,14242.8,PO-5571,Purchase Order Receipt,86,206,warehouse2,Transaction processed for WH_100 location,system,2025-07-30
3725,3041,2,Sale,2025-10-31,-3,127.74,383.22,SO-78609,Customer Sale,3,0,warehouse1,Transaction processed for Backup location,system,2025-10-31
3726,2101,2,Receipt,2026-04-25,185,13.84,2560.4,PO-5193,Purchase Order Receipt,1,186,warehouse2,Transaction processed for WH_200 location,system,2026-04-25
3727,2011,1,Sale,2026-04-22,-38,124.64,4736.32,SO-34566,Customer Sale,167,129,warehouse1,Transaction processed for WH_100 location,system,2026-04-22
3728,3031,2,Transfer,2025-09-23,-20,419.97,8399.4,TRF-9215,Warehouse Transfer,20,0,warehouse1,Transaction processed for Backup location,system,2025-09-23
3729,1521,2,Receipt,2025-08-15,135,125.97,17005.95,PO-3660,Purchase Order Receipt,12,147,warehouse2,Transaction processed for Backup location,system,2025-08-15
3730,3104,2,Receipt,2026-03-12,67,119.78,8025.26,PO-4763,Purchase Order Receipt,193,260,warehouse1,Transaction processed for WH_200 location,system,2026-03-12
3731,1523,2,Return,2025-07-20,2,43.57,87.14,RET-25237,Customer Return,57,59,warehouse2,Transaction processed for WH_200 location,system,2025-07-20
3732,3011,1,Adjustment,2026-03-05,-7,968.68,6780.76,ADJ-3732,System Correction,232,225,warehouse2,Transaction processed for WH_100 location,system,2026-03-05
3733,3042,1,Receipt,2025-07-28,156,61.97,9667.32,PO-6761,Purchase Order Receipt,217,373,system,Transaction processed for WH_100 location,system,2025-07-28
3734,2022,1,Transfer,2025-08-29,-7,36.37,254.59,TRF-6739,Warehouse Transfer,7,0,warehouse1,Transaction processed for WH_100 location,system,2025-08-29
3735,1551,1,Receipt,2025-10-08,137,67.59,9259.83,PO-9519,Purchase Order Receipt,41,178,system,Transaction processed for WH_100 location,system,2025-10-08
3736,2112,1,Receipt,2025-07-28,181,69.77,12628.37,PO-5906,Purchase Order Receipt,127,308,warehouse2,Transaction processed for WH_100 location,system,2025-07-28
3737,2031,1,Sale,2026-02-11,-10,23.04,230.4,SO-16675,Customer Sale,34,24,warehouse2,Transaction processed for WH_100 location,system,2026-02-11
3738,1532,1,Sale,2025-09-01,-14,67.64,946.96,SO-89807,Customer Sale,100,86,warehouse2,Transaction processed for WH_100 location,system,2025-09-01
3739,3104,2,Sale,2026-02-08,-18,118.89,2140.02,SO-49026,Customer Sale,112,94,warehouse2,Transaction processed for WH_200 location,system,2026-02-08
3740,3102,2,Receipt,2026-01-09,45,172.62,7767.9,PO-4900,Purchase Order Receipt,7,52,warehouse1,Transaction processed for Backup location,system,2026-01-09
3741,1511,2,Sale,2025-08-03,-37,321.96,11912.52,SO-78826,Customer Sale,159,122,system,Transaction processed for WH_200 location,system,2025-08-03
3742,3092,1,Sale,2025-09-26,-37,540.11,19984.07,SO-59424,Customer Sale,285,248,warehouse2,Transaction processed for WH_100 location,system,2025-09-26
3743,1561,1,Adjustment,2025-11-09,17,82.06,1395.02,ADJ-3743,System Correction,26,43,warehouse1,Transaction processed for WH_100 location,system,2025-11-09
3744,2071,2,Sale,2025-10-03,-27,21.94,592.38,SO-75323,Customer Sale,27,0,warehouse1,Transaction processed for Backup location,system,2025-10-03
3745,1541,1,Transfer,2025-10-03,-23,132.59,3049.57,TRF-6797,Warehouse Transfer,122,99,warehouse1,Transaction processed for WH_100 location,system,2025-10-03
3746,1562,1,Transfer,2026-03-21,-25,121.04,3026.0,TRF-1923,Warehouse Transfer,82,57,system,Transaction processed for WH_100 location,system,2026-03-21
3747,1522,2,Sale,2026-03-17,-6,163.1,978.6,SO-91074,Customer Sale,135,129,system,Transaction processed for Backup location,system,2026-03-17
3748,3071,2,Receipt,2026-01-03,72,39.36,2833.92,PO-8225,Purchase Order Receipt,103,175,warehouse1,Transaction processed for WH_200 location,system,2026-01-03
3749,3103,1,Sale,2025-12-22,-13,180.33,2344.29,SO-74780,Customer Sale,204,191,warehouse1,Transaction processed for WH_100 location,system,2025-12-22
3750,1522,2,Receipt,2025-10-18,22,155.96,3431.12,PO-4312,Purchase Order Receipt,104,126,warehouse2,Transaction processed for Backup location,system,2025-10-18
3751,1512,1,Receipt,2025-12-08,57,217.1,12374.7,PO-3730,Purchase Order Receipt,8,65,warehouse2,Transaction processed for WH_100 location,system,2025-12-08
3752,3103,1,Receipt,2025-09-16,86,176.78,15203.08,PO-6684,Purchase Order Receipt,176,262,warehouse2,Transaction processed for WH_100 location,system,2025-09-16
3753,2021,1,Sale,2026-02-08,-48,71.31,3422.88,SO-62747,Customer Sale,56,8,warehouse2,Transaction processed for WH_100 location,system,2026-02-08
3754,3042,2,Transfer,2026-04-25,-44,62.54,2751.76,TRF-3371,Warehouse Transfer,69,25,warehouse2,Transaction processed for Backup location,system,2026-04-25
3755,1523,2,Receipt,2026-04-08,191,53.0,10123.0,PO-9944,Purchase Order Receipt,119,310,warehouse1,Transaction processed for WH_200 location,system,2026-04-08
3756,2091,1,Transfer,2025-12-16,-30,7.98,239.4,TRF-6594,Warehouse Transfer,63,33,warehouse1,Transaction processed for WH_100 location,system,2025-12-16
3757,3091,2,Sale,2025-09-13,-29,456.94,13251.26,SO-47081,Customer Sale,120,91,system,Transaction processed for WH_200 location,system,2025-09-13
3758,3022,1,Receipt,2026-01-06,174,352.24,61289.76,PO-2676,Purchase Order Receipt,52,226,warehouse1,Transaction processed for WH_100 location,system,2026-01-06
3759,1541,1,Return,2025-12-18,3,106.07,318.21,RET-16015,Customer Return,91,94,system,Transaction processed for WH_100 location,system,2025-12-18
3760,2071,1,Sale,2026-02-09,-3,21.94,65.82,SO-24061,Customer Sale,42,39,warehouse1,Transaction processed for WH_100 location,system,2026-02-09
3761,3041,2,Sale,2026-01-26,-9,127.74,1149.66,SO-58642,Customer Sale,36,27,system,Transaction processed for Backup location,system,2026-01-26
3762,3103,1,Receipt,2025-08-02,70,176.88,12381.6,PO-6718,Purchase Order Receipt,196,266,warehouse2,Transaction processed for WH_100 location,system,2025-08-02
3763,2012,2,Sale,2026-03-30,-4,312.61,1250.44,SO-13406,Customer Sale,38,34,warehouse1,Transaction processed for Backup location,system,2026-03-30
3764,1561,1,Return,2026-03-17,5,65.65,328.25,RET-20014,Customer Return,41,46,system,Transaction processed for WH_100 location,system,2026-03-17
3765,3102,1,Receipt,2026-03-31,197,175.52,34577.44,PO-8950,Purchase Order Receipt,125,322,system,Transaction processed for WH_100 location,system,2026-03-31
3766,1561,1,Receipt,2026-01-02,19,77.97,1481.43,PO-9528,Purchase Order Receipt,29,48,warehouse2,Transaction processed for WH_100 location,system,2026-01-02
3767,3021,1,Sale,2025-10-30,-21,270.38,5677.98,SO-61907,Customer Sale,39,18,system,Transaction processed for WH_100 location,system,2025-10-30
3768,2071,1,Receipt,2025-08-19,88,21.78,1916.64,PO-2041,Purchase Order Receipt,30,118,warehouse1,Transaction processed for WH_100 location,system,2025-08-19
3769,3052,2,Damage,2025-07-13,-7,115.25,806.75,DMG-3769,Quality Issue,39,32,system,Transaction processed for Backup location,system,2025-07-13
3770,3052,2,Receipt,2026-04-22,35,112.77,3946.95,PO-8028,Purchase Order Receipt,70,105,warehouse1,Transaction processed for Backup location,system,2026-04-22
3771,1532,1,Transfer,2025-07-01,-13,67.64,879.32,TRF-7396,Warehouse Transfer,46,33,warehouse1,Transaction processed for WH_100 location,system,2025-07-01
3772,1551,1,Return,2026-02-08,4,53.63,214.52,RET-80804,Customer Return,102,106,warehouse1,Transaction processed for WH_100 location,system,2026-02-08
3773,2081,2,Sale,2026-01-21,-5,25.3,126.5,SO-17629,Customer Sale,136,131,system,Transaction processed for WH_200 location,system,2026-01-21
3774,1541,1,Receipt,2025-08-15,18,138.35,2490.3,PO-4937,Purchase Order Receipt,16,34,system,Transaction processed for WH_100 location,system,2025-08-15
3775,2051,1,Transfer,2025-08-24,-16,16.44,263.04,TRF-4318,Warehouse Transfer,131,115,system,Transaction processed for WH_100 location,system,2025-08-24
3776,2121,1,Sale,2026-01-26,-45,31.62,1422.9,SO-64575,Customer Sale,96,51,warehouse1,Transaction processed for WH_100 location,system,2026-01-26
3777,1581,1,Sale,2025-12-03,-40,48.56,1942.4,SO-42249,Customer Sale,88,48,warehouse2,Transaction processed for WH_100 location,system,2025-12-03
3778,1531,1,Adjustment,2026-01-14,-3,91.09,273.27,ADJ-3778,System Correction,64,61,warehouse1,Transaction processed for WH_100 location,system,2026-01-14
3779,3061,1,Damage,2025-10-12,-1,151.7,151.7,DMG-3779,Quality Issue,59,58,system,Transaction processed for WH_100 location,system,2025-10-12
3780,2011,2,Sale,2026-01-11,-19,124.64,2368.16,SO-61934,Customer Sale,19,0,system,Transaction processed for Backup location,system,2026-01-11
3781,2091,1,Sale,2026-04-09,-27,7.98,215.46,SO-13362,Customer Sale,32,5,system,Transaction processed for WH_100 location,system,2026-04-09
3782,1532,1,Sale,2025-07-24,-41,67.64,2773.24,SO-20056,Customer Sale,125,84,system,Transaction processed for WH_100 location,system,2025-07-24
3783,3011,1,Transfer,2026-02-02,-47,968.68,45527.96,TRF-5773,Warehouse Transfer,283,236,warehouse2,Transaction processed for WH_100 location,system,2026-02-02
3784,3041,2,Damage,2025-11-14,-10,127.74,1277.4,DMG-3784,Shipping Damage,13,3,warehouse2,Transaction processed for WH_200 location,system,2025-11-14
3785,2012,1,Sale,2026-01-02,-28,312.61,8753.08,SO-40507,Customer Sale,50,22,warehouse1,Transaction processed for WH_100 location,system,2026-01-02
3786,1571,1,Return,2026-04-29,3,87.72,263.16,RET-57425,Customer Return,321,324,system,Transaction processed for WH_100 location,system,2026-04-29
3787,1552,2,Return,2025-07-21,1,46.76,46.76,RET-35520,Customer Return,141,142,warehouse2,Transaction processed for WH_200 location,system,2025-07-21
3788,1551,1,Transfer,2025-10-26,-37,67.04,2480.48,TRF-6711,Warehouse Transfer,39,2,warehouse1,Transaction processed for WH_100 location,system,2025-10-26
3789,1522,1,Sale,2025-11-15,-12,163.1,1957.2,SO-87676,Customer Sale,220,208,warehouse1,Transaction processed for WH_100 location,system,2025-11-15
3790,1542,1,Receipt,2025-10-03,121,89.24,10798.04,PO-6069,Purchase Order Receipt,188,309,warehouse2,Transaction processed for WH_100 location,system,2025-10-03
3791,2101,2,Receipt,2026-01-13,192,13.88,2664.96,PO-5331,Purchase Order Receipt,49,241,warehouse1,Transaction processed for WH_200 location,system,2026-01-13
3792,1561,1,Sale,2025-09-02,-1,82.06,82.06,SO-26790,Customer Sale,101,100,system,Transaction processed for WH_100 location,system,2025-09-02
3793,3103,1,Sale,2026-01-03,-37,180.33,6672.21,SO-79198,Customer Sale,201,164,system,Transaction processed for WH_100 location,system,2026-01-03
3794,3031,2,Receipt,2026-02-02,117,426.17,49861.89,PO-2245,Purchase Order Receipt,12,129,system,Transaction processed for Backup location,system,2026-02-02
3795,1551,1,Adjustment,2025-10-13,20,67.04,1340.8,ADJ-3795,Cycle Count,12,32,warehouse2,Transaction processed for WH_100 location,system,2025-10-13
3796,3053,1,Receipt,2025-12-26,25,188.03,4700.75,PO-5891,Purchase Order Receipt,40,65,system,Transaction processed for WH_100 location,system,2025-12-26
3797,1563,1,Transfer,2025-07-03,-6,70.33,421.98,TRF-6711,Warehouse Transfer,6,0,warehouse1,Transaction processed for WH_100 location,system,2025-07-03
3798,3052,2,Transfer,2025-07-01,-2,115.25,230.5,TRF-2995,Warehouse Transfer,2,0,warehouse1,Transaction processed for Backup location,system,2025-07-01
3799,2012,2,Sale,2025-09-14,-24,312.61,7502.64,SO-96283,Customer Sale,25,1,warehouse2,Transaction processed for Backup location,system,2025-09-14
3800,3041,2,Receipt,2025-09-01,27,133.53,3605.31,PO-2731,Purchase Order Receipt,60,87,warehouse2,Transaction processed for WH_200 location,system,2025-09-01
3801,2061,1,Sale,2025-07-03,-35,25.72,900.2,SO-34005,Customer Sale,84,49,warehouse1,Transaction processed for WH_100 location,system,2025-07-03
3802,1562,1,Receipt,2025-07-06,83,115.77,9608.91,PO-7945,Purchase Order Receipt,97,180,warehouse1,Transaction processed for WH_100 location,system,2025-07-06
3803,3031,3,Damage,2026-03-22,-2,419.97,839.94,DMG-3803,Warehouse Damage,28,26,system,Transaction processed for WH_500 location,system,2026-03-22
3804,3103,2,Receipt,2026-04-18,106,172.44,18278.64,PO-9097,Purchase Order Receipt,51,157,warehouse1,Transaction processed for Backup location,system,2026-04-18
3805,3022,2,Receipt,2026-02-24,39,340.73,13288.47,PO-4256,Purchase Order Receipt,101,140,system,Transaction processed for Backup location,system,2026-02-24
3806,1581,1,Sale,2025-09-04,-34,48.56,1651.04,SO-68628,Customer Sale,56,22,warehouse1,Transaction processed for WH_100 location,system,2025-09-04
3807,1512,1,Transfer,2025-11-05,-17,219.21,3726.57,TRF-6271,Warehouse Transfer,84,67,system,Transaction processed for WH_100 location,system,2025-11-05
3808,2071,1,Return,2025-07-02,1,17.55,17.55,RET-60415,Customer Return,69,70,warehouse1,Transaction processed for WH_100 location,system,2025-07-02
3809,3052,2,Receipt,2025-07-09,161,117.39,18899.79,PO-4799,Purchase Order Receipt,81,242,system,Transaction processed for Backup location,system,2025-07-09
3810,1553,1,Sale,2026-02-25,-10,91.38,913.8,SO-25973,Customer Sale,128,118,warehouse1,Transaction processed for WH_100 location,system,2026-02-25
3811,1522,1,Receipt,2025-12-15,150,165.75,24862.5,PO-2232,Purchase Order Receipt,124,274,warehouse1,Transaction processed for WH_100 location,system,2025-12-15
3812,1521,1,Receipt,2026-03-18,109,126.08,13742.72,PO-8675,Purchase Order Receipt,72,181,warehouse1,Transaction processed for WH_100 location,system,2026-03-18
3813,3011,1,Damage,2026-01-19,-1,968.68,968.68,DMG-3813,Shipping Damage,188,187,warehouse1,Transaction processed for WH_100 location,system,2026-01-19
3814,2091,1,Sale,2025-10-07,-10,7.98,79.8,SO-71040,Customer Sale,24,14,warehouse2,Transaction processed for WH_100 location,system,2025-10-07
3815,2021,1,Sale,2025-07-23,-2,71.31,142.62,SO-59468,Customer Sale,145,143,warehouse2,Transaction processed for WH_100 location,system,2025-07-23
3816,1552,2,Transfer,2026-04-17,-26,58.45,1519.7,TRF-5769,Warehouse Transfer,271,245,warehouse2,Transaction processed for WH_200 location,system,2026-04-17
3817,3022,1,Transfer,2026-02-01,-18,352.53,6345.54,TRF-6489,Warehouse Transfer,122,104,warehouse1,Transaction processed for WH_100 location,system,2026-02-01
3818,2111,2,Sale,2026-03-10,-3,142.6,427.8,SO-83710,Customer Sale,18,15,warehouse2,Transaction processed for WH_200 location,system,2026-03-10
3819,3041,2,Sale,2026-03-17,-34,127.74,4343.16,SO-17152,Customer Sale,96,62,warehouse2,Transaction processed for Backup location,system,2026-03-17
3820,3022,1,Receipt,2025-12-25,93,363.73,33826.89,PO-2947,Purchase Order Receipt,88,181,warehouse2,Transaction processed for WH_100 location,system,2025-12-25
3821,1541,2,Return,2025-10-20,3,106.07,318.21,RET-66482,Customer Return,51,54,system,Transaction processed for Backup location,system,2025-10-20
3822,1563,1,Sale,2025-12-12,-30,70.33,2109.9,SO-37786,Customer Sale,72,42,warehouse1,Transaction processed for WH_100 location,system,2025-12-12
3823,2112,1,Transfer,2025-08-20,-17,66.6,1132.2,TRF-6140,Warehouse Transfer,140,123,warehouse1,Transaction processed for WH_100 location,system,2025-08-20
3824,1561,2,Transfer,2025-12-30,-26,82.06,2133.56,TRF-9739,Warehouse Transfer,99,73,warehouse2,Transaction processed for Backup location,system,2025-12-30
3825,1521,2,Adjustment,2026-01-16,-4,122.8,491.2,ADJ-3825,Cycle Count,100,96,warehouse2,Transaction processed for Backup location,system,2026-01-16
3826,2012,2,Receipt,2026-02-10,72,315.94,22747.68,PO-3110,Purchase Order Receipt,138,210,warehouse2,Transaction processed for Backup location,system,2026-02-10
3827,2012,1,Transfer,2026-01-04,-25,312.61,7815.25,TRF-2067,Warehouse Transfer,149,124,warehouse2,Transaction processed for WH_100 location,system,2026-01-04
3828,1512,1,Sale,2026-04-26,-19,219.21,4164.99,SO-14719,Customer Sale,123,104,warehouse1,Transaction processed for WH_100 location,system,2026-04-26
3829,2121,1,Receipt,2025-08-16,85,30.44,2587.4,PO-6937,Purchase Order Receipt,72,157,system,Transaction processed for WH_100 location,system,2025-08-16
3830,1572,3,Sale,2025-12-30,-7,222.59,1558.13,SO-56072,Customer Sale,155,148,warehouse2,Transaction processed for WH_500 location,system,2025-12-30
3831,3102,1,Receipt,2026-01-05,168,177.02,29739.36,PO-5435,Purchase Order Receipt,69,237,system,Transaction processed for WH_100 location,system,2026-01-05
3832,2011,1,Sale,2026-04-07,-26,124.64,3240.64,SO-72328,Customer Sale,158,132,warehouse1,Transaction processed for WH_100 location,system,2026-04-07
3833,2112,1,Receipt,2025-08-25,31,64.14,1988.34,PO-8882,Purchase Order Receipt,216,247,warehouse1,Transaction processed for WH_100 location,system,2025-08-25
3834,2071,1,Receipt,2025-10-04,170,22.31,3792.7,PO-6886,Purchase Order Receipt,61,231,warehouse1,Transaction processed for WH_100 location,system,2025-10-04
3835,1521,2,Sale,2025-10-02,-12,122.8,1473.6,SO-57545,Customer Sale,12,0,system,Transaction processed for Backup location,system,2025-10-02
3836,3104,2,Adjustment,2025-11-06,4,118.89,475.56,ADJ-3836,Physical Count,150,154,warehouse1,Transaction processed for Backup location,system,2025-11-06
3837,2081,2,Receipt,2025-08-21,169,24.58,4154.02,PO-5422,Purchase Order Receipt,191,360,warehouse2,Transaction processed for WH_200 location,system,2025-08-21
3838,1541,1,Sale,2025-12-05,-46,132.59,6099.14,SO-95097,Customer Sale,119,73,warehouse1,Transaction processed for WH_100 location,system,2025-12-05
3839,2012,1,Sale,2025-11-25,-3,312.61,937.83,SO-53253,Customer Sale,39,36,warehouse1,Transaction processed for WH_100 location,system,2025-11-25
3840,1521,1,Sale,2026-02-20,-5,122.8,614.0,SO-47844,Customer Sale,5,0,warehouse2,Transaction processed for WH_100 location,system,2026-02-20
3841,2031,1,Return,2026-02-06,5,18.43,92.15,RET-63252,Customer Return,129,134,warehouse2,Transaction processed for WH_100 location,system,2026-02-06
3842,3033,1,Transfer,2025-09-10,-48,419.49,20135.52,TRF-5021,Warehouse Transfer,77,29,warehouse2,Transaction processed for WH_100 location,system,2025-09-10
3843,1541,2,Transfer,2025-08-24,-31,132.59,4110.29,TRF-8114,Warehouse Transfer,79,48,warehouse2,Transaction processed for Backup location,system,2025-08-24
3844,1521,1,Receipt,2025-11-30,23,120.25,2765.75,PO-1534,Purchase Order Receipt,30,53,warehouse2,Transaction processed for WH_100 location,system,2025-11-30
3845,1531,2,Receipt,2026-01-17,123,87.97,10820.31,PO-5892,Purchase Order Receipt,58,181,system,Transaction processed for Backup location,system,2026-01-17
3846,2022,1,Transfer,2025-08-15,-10,36.37,363.7,TRF-1721,Warehouse Transfer,19,9,system,Transaction processed for WH_100 location,system,2025-08-15
3847,1542,1,Receipt,2026-01-17,164,89.82,14730.48,PO-6339,Purchase Order Receipt,142,306,warehouse2,Transaction processed for WH_100 location,system,2026-01-17
3848,3013,1,Return,2025-07-15,5,275.74,1378.7,RET-82052,Customer Return,182,187,warehouse1,Transaction processed for WH_100 location,system,2025-07-15
3849,1521,2,Sale,2025-11-17,-6,122.8,736.8,SO-99605,Customer Sale,6,0,system,Transaction processed for Backup location,system,2025-11-17
3850,1581,1,Receipt,2025-08-12,62,50.35,3121.7,PO-6215,Purchase Order Receipt,60,122,warehouse2,Transaction processed for WH_100 location,system,2025-08-12
3851,3041,2,Receipt,2025-08-23,23,130.47,3000.81,PO-1242,Purchase Order Receipt,92,115,system,Transaction processed for WH_200 location,system,2025-08-23
